abreviation;nombreLibelle;libelle
vzv;32;PCR VZV/Sang
vzv;32;PCR VZV ECOUV 2
vzv;32;PCR VZV/sécrétions
vzv;32;vzv écouv3  CP
vzv;32;PCR VZV/hum.aqueus
vzv;32;vzv lba CP
vzv;32;vzv biopsie CP
vzv;32;PCR VZV/LCR
vzv;32;PCR VZV SECRE
vzv;32;Index VZV IgM
vzv;32;PCR VZV SANG
vzv;32;PCR VZV LBA
vzv;32;PCR VZV BIOPSIE
vzv;32;vzv sécrét. CP
vzv;32;PCR VZV/liq.bio.
vzv;32;vzv liq bio CP
vzv;32;PCR VZV/biopsie
vzv;32;PCR VZV/LBA
vzv;32;SERO VARICELLE VZV
vzv;32;PCR VZV ECOUVILLON
vzv;32;PCR VZV HUM.AQUEUS
vzv;32;vzv sang CP
vzv;32;PCR VZV/écouvillon1
vzv;32;vzv écouv. CP
vzv;32;PCR VZV LCR
vzv;32;PCR VZV/écouvillon3
vzv;32;vzv écouv2 CP
vzv;32;PCR VZV/écouvillon2
vzv;32;vzv hum.aq. CP
vzv;32;vzv lcr CP
histo;1;PCRE.HISTO/DISPAR DI
quant;1;MégaComQuant
indice;1;IndiceDistribution
cutan;1;Mycologie biop.cutan
rougeole;6;PCR Rougeole/Biopsie
rougeole;6;PCR Rougeole/Sécré.
rougeole;6;PCR Rougeole/Li.bio
rougeole;6;PCR Rougeole/Ecouv.
rougeole;6;PCR Rougeole/Lcr
rougeole;6;PCR Rougeole/Sang
pj;1;PosologieEstimée PJ
myelome;2;CYTOG.MYELOME FISH
myelome;2;Cytog.Myelome Fish
detectio;1;Gastro.Détectio/Ecou
cbs;2;GENOTYPAGE CBS
cbs;2;Géne CBS
amiante;3;PARTIC.MIN.AMIANTE
amiante;3;PART.INHAL.AMIANTE
amiante;3;PART.INHAL.amiante
etb;2;RECH.ETB HT RESIST
etb;2;RECH.ETB CARBAPENEM.
mg;3;Elimination  Mg
mg;3;Poso AUC 45h.mg/L
mg;3;Mg /Creat
superfic;1;couches superfic.
hu;2;A-Hu/Ri/Yo Ser rech
hu;2;A-Hu/Ri/Yo LCR rech
dia;1;BILAN FER LIQ.DIA
sulfa;4;SULFA.HYPOGLYCE.SER.
sulfa;4;SULFA.HYPOGLYC.UR.
sulfa;4;SULFA.HYPOGLYC.SER.
sulfa;4;SULFA.HYPOGLYCE.URI.
trichlorac;1;AC TRICHLORAC.UR
hypertriglycerid;2;Hypertriglycérid.
hypertriglycerid;2;HYPERTRIGLYCERID.
brucellose;1;Comment.brucellose
hypers;2;SéroPneumo.Hypers
hypers;2;SERO.PNEUMO.HYPERS
oxalate;1;Oxalate/Créat
mater;1;SS LOTLAIT MATER.CRU
cladosp;2;M2 CLADOSP.HERB
cladosp;2;m2 Cladosp.herba
amylase;1;k87 alp.amylase
super;4;CYTBAC.PUS SUPER.N5
super;4;CYTBAC.PUS SUPER.N2
super;4;CYTBAC.PUS SUPER.N4
super;4;CYTBAC.PUS SUPER.N3
pterony;1;d1 derm.pterony.
sang;6;CFU-MK SpntéeSang
sang;6;CFU-E SpntéeSang
sang;6;BFU-E StmléeSang
sang;6;rec.SANG liq.bio
sang;6;tropisme sangTotal
sang;6;CFU-GM StmléeSang
herba;2;m2 Cladosp.herba
herba;2;WX1 MEL POL.HERBA.
triiodothyron;1;AC A-TRIIODOTHYRON.
candidose;1;Interpr.Candidose :
transp;1;CSté:transp.gref.SF
pancr;2;H. POLYPEPT. PANCR.
pancr;2;HORM. POLYPEPT.PANCR
gpii;2;GPIIbIIIa (P2)
gpii;2;GPIIbIIIa
new;1;CfNew poso.Ouvrir
rechauff;2;Réchauff.Ovocytes
rechauff;2;RECHAUFF.OVOCYTES
griffe;1;PCR.M.GriffeChatAdén
moelle;6;CFU-GM StmléeMoelle
moelle;6;MYCOB.MOELLE
moelle;6;CFU-MK SpntéeMoelle
moelle;6;REC. MYCOBACT.MOELLE
moelle;6;BFU-E StmléeMoelle
moelle;6;CFU-E SpntéeMoelle
del;4;del/rec emb ou gam
del;4;DEL/RE EMBRYO OU GAM
del;4;del/rec embryons
del;4;DEL/REC EMBRYONS
hem;2;CultureQtQlProgéHém
hem;2;BIOMOL HEM/CYTO:
kd;1;SSA52 kD dot
hemo;1;HEMO. ARTER.AE+ANA
testicul;1;CongélTissuTesticul
gc;1;Cotinine GC/MS
dr;3;LY.T ACT.DR
dr;3;TG LOC DR BM
dr;3;DR à Vérif BM
pteronyss;1;D1 D.PTERONYSS.
pestis;7;PCR Y.pestis/SOUC
pestis;7;PCR Y.PESTIS/PVT
pestis;7;PCR Y.PESTIS/ORL
pestis;7;R.pcr.Y.pestis Liq
pestis;7;R.pcr.Y.pestis Orl
pestis;7;R.pcr.Y.pestis Sou
pestis;7;PCR Y.PESTIS/LIQ
blqan;1;Cytob.Liq Pon.BLQAN
uri;10;SCR.ORGANOPHOSPH.URI
uri;10;Nombre RLUtotalURI
uri;10;ID/GénotC.trachoURI
uri;10;Nombre RLUtotalAPuri
uri;10;AZOTE TOTAL URI.
uri;10;R.pcr.U.urealyURI
uri;10;R.pcr.U.parvumURI
uri;10;SULFA.HYPOGLYCE.URI.
uri;10;R.pcr.Chl.tra APuri
uri;10;SCR.ORGANOPHOS.URI
ollag;1;Fibroblastes CollagP
mullti;1;MulltiGast.Détection
kinines;2;EXP ANG.KININES
kinines;2;Exp Angio.Kinines
bs;3;Taux Kappa Sér BS
bs;3;Taux Lambda Sér BS
bs;3;Kappa/Lambda BS
nigr;1;M11 RHIZOPUS NIGR.
screen;3;SCREEN.ORGANOPHOS.UR
screen;3;SCREEN.ORGANOPHOS.LG
screen;3;LeucoScreen
cons;2;CONS.LAMES FIXEES/CO
cons;2;cons.lames fixées/c
ovo;1;supp.à ICSI ovoFIV
chat;6;TRAN.SER.MAL.GR.CHAT
chat;6;TRANS CU.MAL.GR.CHAT
chat;6;TRANS CULT.M.Gr.CHAT
chat;6;PCR GRIF.CHAT ADENOP
chat;6;TRANS.SérMAL.GR.CHAT
chat;6;PCR.M.GriffeChatAdén
mtx;1;MTX Méthotrexate
rub;2;m205 Trychoph.rub
rub;2;M205 TRYCHOPHY.RUB
thromboplast;1;Thromboplast.Dil.Res
hematies;1;NumHématiesLiqBio
flacaerd;4;FlacAERd.positiv(h):
flacaerd;4;FlacAERd.posit(h)H2
flacaerd;4;FlacAERd.pos.(h)PSG
flacaerd;4;FlacAERd.posit(h)LQ
ll;2;DR- G- LL
ll;2;DR- P- LL
mycoph;14;Mycoph. T6 {C
mycoph;14;Mycoph. T3 {C
mycoph;14;Mycoph. T5 {C
mycoph;14;Mycoph. T4 {C
mycoph;14;Mycoph. T7 {C
mycoph;14;Mycoph. T8 {C
mycoph;14;Mycoph. T9 {C
mycoph;14;Mycoph. T2 {C
mycoph;14;Mycoph. T1 {C
mycoph;14;Mycoph. Cinétique
mycoph;14;Mycoph. T12 {C
mycoph;14;Mycoph. T13 {C
mycoph;14;Mycoph. T11 {C
mycoph;14;Mycoph. T10 {C
ebola;4;PCR Ebola/selles
ebola;4;PCR Ebola/urines
ebola;4;PCR EBOLA/DIVERS
ebola;4;PCR Ebola/sang tot.
mdrd;5;Cal inter mdrdF
mdrd;5;MDRD (CLAIR CREAT)
mdrd;5;MDRD Homme
mdrd;5;Cal inter mdrdM
mdrd;5;MDRD Femme
variable;2;Variable/type Ech
variable;2;Délai env.variable
pertuss;3;R.pcr.B.pertussSouc
pertuss;3;PCR.B.pertuss/LBA
pertuss;3;R.pcr.B.pertussLBA
orei;4;Cytob.Orei.moyen N2
orei;4;Cytob.Orei.moyen N3
orei;4;PCR OREI.ECOUVILLON
orei;4;Cytob.Orei.moyenne
rbp;1;RBP sg
nucleo;2;Nucléo.plaq ATP
nucleo;2;Nucléo.plaq ADP
bacter;2;Numé.Bactér.(lot):
bacter;2;SEQ.SOU.BACTER./PCR
betabloq;5;Dos  Bétabloq.
betabloq;5;Dos Bétabloq. sg 3
betabloq;5;Dos Bétabloq. sg 2
betabloq;5;Dos Bétabloq. sg 1
betabloq;5;Dos  Bétabloq.Ur
plaie;3;CYTOBAC.PLAIE OP.N3
plaie;3;CYTOBACT.PLAIE OPER
plaie;3;CYTOBAC.PLAIE OP.N2
burn;1;Dépist.Cox.burn/s:
pulmo;5;BAC BIOPS.PULMO 2
pulmo;5;BAC BIOPS.PULMO 3
pulmo;5;BAC BIOPS.PULMO 4
pulmo;5;MYCO BRONCHO-PULMO.
pulmo;5;BAC BIOPS.PULMO
aromatiq;1;HC.AROMATIQ.POLY.
bron;2;CYTO SEC.BRON MUCOV
bron;2;CYTOB.ASP.BRON.MUCO
lang;1;AC ANTI-ILOTS LANG.
sulf;2;SULF. PREGNENOLONE
sulf;2;SULF.  PREGNENOLONE
vitre;2;CYTOB.OCUL.L.VITRE
vitre;2;CYTOB.OC.VITRE
campylo;2;ID.SOUCH.CAMPYLO.COM
campylo;2;ID.SOUCH.CAMPYLO.HOP
alcal;2;PHOSPHAT.ALCAL.PLAC.
alcal;2;PHOSPHAT.ALCAL.PLAC
choroide;2;Ac A-Choroide/Oeil
choroide;2;AC A-CHOROIDE/OEIL
mec;6;R.pcr.g.mecA Oeil
mec;6;R.pcr.g.mecA Liq
mec;6;R.pcr.g.mecA Art
mec;6;R.pcr.g.mecA Respi
mec;6;R.pcr.g.mecA Orl
mec;6;R.pcr.g.mecA Sou
bcarb;1;Rec.carbapé.BCARB
tracho;35;PCR.C.TRACHO/LCR
tracho;35;PCR.C.TRACHO/OEIL
tracho;35;PCR.C.TRACHO/SOU
tracho;35;ID/GénotC.trachoPUS
tracho;35;Typ.pcr.C.trachoGé
tracho;35;PCR.C.TRACHO/PUS
tracho;35;CULT.C.TRACHO/ORL
tracho;35;ID/GénotC.tracho ORL
tracho;35;PCR.C.TRACHO/LBA
tracho;35;C.tracho/CUL PUS
tracho;35;PCR.C.TRACHO/LQ
tracho;35;ID/GénotC.tracho OEI
tracho;35;C.tracho/CUL GEN
tracho;35;PCR.C.TRACHO/ORL
tracho;35;PCR.C.TRACHO/URIN
tracho;35;PCR.C.TRACHO/RESP
tracho;35;ID/GénotC.trachoGENI
tracho;35;C.tracho/CULT LQ
tracho;35;PCR.C.TRACHO/BIOPS
tracho;35;ID/GénotC.trachoLBA
tracho;35;ID/GénotC.trachoURI
tracho;35;PCR.C.TRACHO/GENI
tracho;35;CULT.C.TRACHO/LIQ
tracho;35;ID/GénotC.trachoRES
tracho;35;ID/GénotC.trachoMAT
tracho;35;PCR.C.TRACHO/MATERI
tracho;35;CULT.C.TRACHO/GEN
tracho;35;CULT.C.TRACHO/PUS
tracho;35;SER.C.TRACHO.SER/EL
tracho;35;ID/GénotC.trachoBIOP
tracho;35;ID/GénotC.trachoSOU
tracho;35;ID/GénotC.trachoLCR
tracho;35;ID/GénotC.tracho Aut
tracho;35;ID/GénotC.trachoLQ
tracho;35;C.tracho/CUL ORL
derm;2;d2 derm.farinae
derm;2;d1 derm.pterony.
xmlct;3;XMLCT Ser 1 post-Gr
xmlct;3;XMLCT Ser 2e PostG
xmlct;3;XMLCT NON Greffé
etiq;3;etiq.su.test rapid
etiq;3;ETIQ.GENO PAP.BIOPS
etiq;3;ETIQ.GENO PAP.UTERUS
jejuni;2;R.pcr.C.jejuni Lcr
jejuni;2;PCR.C.JEJUNI/LCR
cine;2;TACRO.CINE.COMPLETE
cine;2;CICLO.CINE.COMPLETE
ou;4;ALLERGENES SPEouMEL
ou;4;Porphyrie PCTou PHE
ou;4;SER .LEPT.SERou LCR
ou;4;SER LEPT.SERouLCR TR
tra;2;TRA.IDENT.MENINGOCOQ
tra;2;R.pcr.Chl.tra APuri
num;2;NumLeucoLiqBio
num;2;NumHématiesLiqBio
id;30;TRANS ID.ACINETO.BAU
id;30;Id.après séquenç.N2
id;30;Id.sche N.meningit.:
id;30;ID/GénotC.trachoPUS
id;30;ID. SCHE MYCOB.EX.N2
id;30;ID.SOUCH.CAMPY.HOP
id;30;ID/GénotC.tracho ORL
id;30;ID.MYCOBACT:BKEX N2
id;30;Id.sche Streptoc.
id;30;ID.SOUCH.CAMPY.COM
id;30;ID/GénotC.tracho OEI
id;30;ID. SCHE MYCOBACT.EX
id;30;ID/GénotC.trachoGENI
id;30;ID/GénotC.trachoLBA
id;30;ID/GénotC.trachoURI
id;30;Id.après séquençage:
id;30;ID/GénotC.trachoRES
id;30;ID/GénotC.trachoMAT
id;30;ID.SOUCH.CAMPYLO.HOP
id;30;ID/GénotC.trachoBIOP
id;30;Id.sche Acinetobact:
id;30;ID/GénotC.trachoSOU
id;30;ID/GénotC.trachoLCR
id;30;ID.SOUCH.CAMPYLO.COM
id;30;Id.après séquenPvt1
id;30;ID/GénotC.tracho Aut
id;30;ID/GénotC.trachoLQ
id;30;Id.après séquenPvt3
id;30;ID.MYCOBACT:BKEX
id;30;Id.après séquenPvt2
cyt;15;Cyt.Liq Artic+flac.
cyt;15;CYT.LIQ.ARTI+FLACONS
cyt;15;CYT.DES.BIOPS.OS.
cyt;15;CYT.DES BIOPS.OS N3
cyt;15;CYT.DES BIOPS.OS N4
cyt;15;CYT.DES BIOPS.OS N5
cyt;15;CYT.DES BIOPS.OS N6
cyt;15;CYT.DES BIOPS.PUL N4
cyt;15;CYT.DES BIOPS.OS N7
cyt;15;CYT.DES BIOPS.OS N8
cyt;15;CYT.DEBR.PLAC/LOCHI
cyt;15;CYT.DES BIOPS.PUL N3
cyt;15;CYT.DES BIOPS.OS N2
cyt;15;CYT.LIQ.ARTI(SS BK)
cyt;15;CYT.DES BIOP.PUL N2
geni;7;ID/GénotC.trachoGENI
geni;7;R.pcr.U.parvumGENI
geni;7;R.pcr.U.urealyGENI
geni;7;Nombre RLUtotalGENI
geni;7;R.pcr.Chl.trachGENI
geni;7;R.pcr.Chl.tracGENI
geni;7;R.MUT.ARN M.GENI/SOU
hop;2;ID.SOUCH.CAMPY.HOP
hop;2;ID.SOUCH.CAMPYLO.HOP
dem;1;Dem.complète?:
vgms;1;Taux discord.VGMs
ui;2;seuil=20 UI/ml
ui;2;seuil=10 UI/ml
cv;1;PVT ORGANES CV
cytb;1;Cytb.Liq Lame/redon
recherch;1;Recherch.Plasmo spp
numhemat;1;CYTOB.URIN.NUMHEMAT
prothrombinigg;1;AcA-ProthrombinIgG/M
lymph;1;LymphPlasmMonAno
lymphocytes;1;LymphocytesLiqBio
poussier;1;k212 poussièr.bois
conc;4;ConcQu.Gran.IntrPlq
conc;4;Conc. Max Estimée
conc;4;Conc.SécrétionPlq
conc;4;Conc.Nucl.In.Plaq
av;1;PAI Ag avCompression
vasc;5;BAC MAT.P.VASC.N°3
vasc;5;BAC MAT.P.VASC.(15J)
vasc;5;BAC MAT.P.VASC.N°4
vasc;5;BAC MAT.P.VASC.N°1
vasc;5;BAC MAT.P.VASC.N°2
troph;1;PCR TROPH.WHIPPELII
odor;1;g1 flouve odor.
puis;1;Puis.bac.tot sslot:
allongemt;1;EXPL.ALLONGEMT TCA
latence;1;GénThrombineLatence
glanzmann;1;GENE MAL.GLANZMANN
lympho;2;ETUDE PROLIF.LYMPHO
lympho;2;ETUDE SSPOP.LYMPHO
neurotrasm;1;NEUROTRASM.CEREBRAUX
spermato;4;décong spermato.
spermato;4;CRYOCONS.SPERMATO
spermato;4;cryocons.spermato
spermato;4;TEST DCONG SPERMATO.
poumon;2;SERO.POUMON.FERMIER
poumon;2;MYCO BIOP.POUMON
coccidioido;1;Interpr.Coccidioïdo
ttp;1;TTPatient (ACC)
psg;2;PSG ASPECT
psg;2;PSG.Sg/poche
sect;3;Sect.Profondes
sect;3;Sect.Moyennes
sect;3;Sect.Périphériques
hla;5;TYP.HLA MALADIE/MEDI
hla;5;Ctrl TypHLA Don Ext
hla;5;TYP.HLA LINKSEQ
hla;5;SERUMS HLA/TRANSPL
hla;5;Comment.HLA System
fl;22;Culture Fl.péd(BM):
fl;22;L.PONC+FL.ANA
fl;22;L.PONC+FL.AER+ANA
fl;22;Cult Fl.ana.ART(BM)
fl;22;Cult Fl.ana.(BM):
fl;22;Cult Fl.anaér.(BM):
fl;22;Culture Fl.péd(LQ)
fl;22;Cult Fl.aér.(BM)PSG
fl;22;Cult Fl.ana.(BM)H2
fl;22;Cult Fl.aér.(BM) H2
fl;22;BAC.LQ FL.ANA SEUL
fl;22;Cult Fl.aér.(BM) :
fl;22;FL.AER+ANA SEUL LQ
fl;22;Cult Fl.aér.(BM):
fl;22;SPONDYLO(FL.AE-ANA)
fl;22;L.PONC+FL.AER
fl;22;L.PONC+FL.PED
fl;22;Cult Fl.anaé(BM)PSG
fl;22;Cult Fl.anaér.(BM)LQ
fl;22;Cult Fl.aér.ART(BM)
fl;22;Cult Fl.aér.(BM) LQ:
fl;22;BAC.LQ FL.AER SEUL
phosp;1;NEUTRALISAT°PHOSP.
glycine;1;ISOVAL.GLYCINE UR
comment;6;Comment.brucellose
comment;6;Comment.cult.Chlam:
comment;6;Comment.Germe1:
comment;6;Comment.Germe 3:
comment;6;Comment.Germe 2:
comment;6;Comment.HLA System
bloc;1;DéplacemtBLOC
distribution;1;IndiceDistribution
pb;4;TEST PB UR PROVOQ
pb;4;PB UR PROVOQUEE 5H
pb;4;Pb UR PROVOQUEE J1
pb;4;PB UR PROVOQ BASAL
ecouvil;1;PCR VARIOLE ECOUVIL.
hl;4;Etiquettes FVW HL
hl;4;StocPréAna pr HL
hl;4;BIOMOL CYTOLOGIE HL
hl;4;EP REST HYDR SG HL
grp;3;ss grp  uiep
grp;3;ss grp interméd
grp;3;VGM grp intermédiair
cryptocoq;1;Rech.Ag.cryptocoq :
trac;10;R.pcr.Chl.trac Pus
trac;10;R.pcr.Chl.tracLBA
trac;10;R.pcr.Chl.tracLCR
trac;10;R.pcr.Chl.tracSouc
trac;10;R.pcr.Chl.tracBIOP
trac;10;SER.CHL.TRAC.LCR/EL
trac;10;R.pcr.Chl.tracGENI
trac;10;R.pcr.Chl.tracOEIL
trac;10;R.pcr.Chl.tracMaté
trac;10;R.pcr.Chl.tracLIQ
wm;1;PREPA MICROSCOPIE WM
toxines;3;TR.TOXINES.STAPHYLO
toxines;3;R.toxines staphylo
toxines;3;Ttes ToxinesStaphylo
deplacemt;1;DéplacemtBLOC
papil;3;Géno Papil/frottis
papil;3;Géno Papil/col uté.
papil;3;Géno Papil/biopsie
erlichia;2;TRANS REC.ERLICHIA
erlichia;2;R.Erlichia/colorat.
aerobie;3;Hémoc.aérobie Artér
aerobie;3;Ident.souch.aérobie
aerobie;3;Hémoc.aérobie Veine
tf;3;TF TIH (dil 1)
tf;3;TF TIH (dil 3)
tf;3;TF TIH (dil 2)
ly;2;LY.T ACT.DR
ly;2;TYP.LY T ACTIVE LBIO
abacav;1;InterprétationAbacav
collagen;1;VWF CollagenBinding
ste;1;BACT.REDON MECH.STE
trimel;1;k86 anhyd.trimel
mm;1;CREATININE ur MM
urinaires;1;Conc dos.urinaires
lactalbumine;2;f76 a.lactalbumine
lactalbumine;2;F76 A.LACTALBUMINE
seq;9;Seq.GènesPlaq NGS
seq;9;seq.RT Pro ADNprov
seq;9;SEQ.SOU.BACTER./PCR
seq;9;Séq.souch.bact/PCR
seq;9;UDPS seq. RT plas
seq;9;seq. RT Prot lcr
seq;9;SEQ.GENES.PLQ NGS
seq;9;UDPS seq. RT ADN
seq;9;seq. RT Prot plas
alb;2;e222 porc alb.sér
alb;2;e204 vache alb.sér
oreill;6;PCR Oreill/Ecouv.
oreill;6;PCR Oreill/Liq.b
oreill;6;PCR Oreill/Lcr
oreill;6;PCR Oreill/Sang
oreill;6;PCR Oreill/Biopsie
oreill;6;PCR Oreill/Sécre.
rip;6;PCR GripA/Lba
rip;6;PCR GripA/Biopsie
rip;6;PCR GripA/Sécré°.
rip;6;PCR GripA/Ecou 2
rip;6;PCR GripA/Ecou 3
rip;6;PCR GripA/Liq.bio
hydr;2;17-Hydr.Progestérone
hydr;2;17-HYDR.PROGESTERONE
orl;18;R.pcr.C.psittacORL
orl;18;R.pcr.S.aureusORL
orl;18;R.pcr.M.hominisORL
orl;18;R.pcr.U.urealyORL
orl;18;16s.N.MEN.Orl /PCR
orl;18;R.pcr.M.pneumoORL
orl;18;R.pcr.B.pertusORL
orl;18;R.pcr.U.parvumORL
orl;18;CYTOBAC.SPH.ORL N3
orl;18;CYTOBAC.SPH.ORL N2
orl;18;R.pcr.N.menin.Orl
orl;18;R.pcr.B.parapORL
orl;18;R.pcr.Chl.trachORL
orl;18;CYTOBAC.ORL MUCOV
orl;18;Nombre RLUtotalORL
orl;18;Typ.pcr.C.trachOrl
orl;18;R.pcr.F.tular.Orl
orl;18;CYTOB.SPH.ORL MUCOV
semi;2;CHARGE VIH CELL.SEMI
semi;2;CHARGE VIH PLAS.SEMI
pseu;1;SERO PSEU.AERUGINOSA
dpn;6;TOXOPLASMA DPN
dpn;6;DPN Toxo Conformité
dpn;6;DPN CMV Conformité
dpn;6;CMV DPN
dpn;6;DPN toxo CT
dpn;6;DPN cmv CT
trph;1;Trace TRPH
grif;1;PCR GRIF.CHAT ADENOP
chloralo;2;CHLORALO.LG RECH MS
chloralo;2;CHLORALO.UR RECH
hrombine;1;AThrombine activité
fongique;2;SOUCH.FONGIQUE CNRMA
fongique;2;SOUC.FONGIQUE CNRMA
listeria;1;TR.PCR.Listeria mono
ssb;2;SSB Titrage :
ssb;2;SSB Dosage :
benga;1;Rose de benga.LCR:
pleu;3;LDH PLEU/LDH SG
pleu;3;PROT PLEU/PROT SG
pleu;3;CHOLESTEROL L.PLEU
cra;1;P.jiroveci Cra/PCR:
ciclo;1;CICLO.CINE.COMPLETE
ecou;1;PCR Orthopox/Ecou.
cryptosp;2;IDENT.CRYPTOSP.SPP
cryptosp;2;Ident.cryptosp.spp
anaer;3;HEMOC.ANAER MYCO
anaer;3;Cult Fl.anaér.(BM):
anaer;3;Cult Fl.anaér.(BM)LQ
expert;1;Anas+Expert.Bio
psittac;3;R.pcr.C.psittacBIOP
psittac;3;R.pcr.C.psittacORL
psittac;3;R.pcr.C.psittacRES
tri;1;w3 ambroisie tri.
hyperinsulinis;1;HYPERINSULINIS.CONG
abau;3;Rech.ABAU  BABAU
abau;3;Rech.ABAU  BABA2
abau;3;Rech.ABAU  BABA3
pbg;2;AC D A L+ PBG U REC
pbg;2;PBG/creat u
macro;1;R.pcr.HPmacro 2
caryotypage;1;Sup sansCaryotypage
toxopl;1;Test lyse toxopl.:
copies;1;soit en copies/ml
glycopet;1;RECH.EC R GLYCOPET.
lyme;1;SERO.LYME LCR ET SER
anti;4;Activité antiCBA
anti;4;AntiVWF IgM
anti;4;AntiVWF IgG
anti;4;Rech  AntiFacteur
prof;4;CYTOBAC.PUS PROF.N3
prof;4;CYTOBAC.PUS PROF.N2
prof;4;CYTOBAC.PUS PROF.N5
prof;4;CYTOBAC.PUS PROF.N4
temoin;2;RéticulocytesTémoin
temoin;2;Rés.temoin neg:
hs;1;Congel.HS TPO
lac;1;TPERM INTES LAC/MAN
igd;1;LY B 19/IGD/27
pulmon;2;Mycologie B.pulmon.
pulmon;2;Mycologie Br.pulmon
cplt;2;Fact H du cplt
cplt;2;Fact I du cplt
neurotransmet;1;Neurotransmet. céréb
lept;2;SER .LEPT.SERou LCR
lept;2;SER LEPT.SERouLCR TR
vn;8;VN (AgrPlqSgTot) 2
vn;8;VN (AgrPlqSgTot) 1
vn;8;VNmédicament
vn;8;VNefficacite
vn;8;VNdate introduction
vn;8;VNposologie
vn;8;VNconclusion
vn;8;VN (AgrPlqSgTot) 3
encep;2;ENCEP. A TIQUE
encep;2;ENCEP.A TIQUE M+G
nk;6;TYPAGE LY B ET NK
nk;6;ETUDE SS POP NK
nk;6;TYP LY B ET NK LBIO
nk;6;VA NK
nk;6;NK
nk;6;Etude ss pop NK
fumi;2;m3 Aspergi.fumi
fumi;2;M3 ASPERGILUS FUMI.
hereditair;1;DIAG.SPHE.HEREDITAIR
legi;2;Index séro Légi.s:
legi;2;DO séro Légi.s:
plasminogene;1;PlasminogèneActiv.
nf;1;Leucocytes NF Hémato
poso;1;CfNew poso.Ouvrir
liq;135;GGT liq.bio
liq;135;PH liq.pleural
liq;135;BACT.LIQ.LAME,REDON
liq;135;Cytob.Liq Pn LQAA
liq;135;BasophilesLiqBio
liq;135;R.pcr.N.meningLIQ
liq;135;Cytob.Liq Ponction
liq;135;AMYLASE LIQ. LAME
liq;135;R.pcr.U.parvumLIQ
liq;135;AMYLASE liq.ascite
liq;135;PCR Oreill/Liq.b
liq;135;AMYLASE LIQ. BIO
liq;135;PCR B19/Liq.bio.
liq;135;R.pcr.C.pneumoLIQ
liq;135;LIPASE LIQ. BIO
liq;135;Cytb.Liq Lame/redon
liq;135;CHOL liq.bio
liq;135;PCR BK/Liq.bio.
liq;135;PROT liq.dial
liq;135;POTASSIUM LIQ. BIO
liq;135;OSMOLALITE LIQ. BIO
liq;135;BAC.LIQ.PVT.ORGANE5J
liq;135;rec.SANG liq.bio
liq;135;PCR CMV/Liq.bio
liq;135;R.pcr.U.urealyLIQ
liq;135;Cytob.Liq Ponct.N 3
liq;135;Cytob.Liq Ponct.N 2
liq;135;BILAN FER LIQ.DIA
liq;135;PCR VRS/Liq.bio
liq;135;LDH liq.bio
liq;135;PAL liq.bio
liq;135;AMYLASE LIQ. ASCITE
liq;135;PCR Grip.B/Liq.bio
liq;135;GLUCOSE LIQ. BIO
liq;135;PCR RESP. LIQ.BIO.
liq;135;NumHématiesLiqBio
liq;135;Myco liq.pus biop.
liq;135;LIPASE liq.bio
liq;135;PCR EBV/Liq.bio.
liq;135;LymphocytesLiqBio
liq;135;R.pcr.M.hominisLIQ
liq;135;SousTotal LiqBio
liq;135;AMYLASE liq.lame
liq;135;R.pcr.S.pneumLIQ
liq;135;GLUCOSIDASE LIQ. SEM
liq;135;TRIGLY LIQ.ASCITE
liq;135;HDL CHOL LIQ.BIO
liq;135;F AER.Liq PoncBLQPE
liq;135;R.pcr.S.aureusLiq
liq;135;Toxo liq.amniotiqu
liq;135;AC.URIQUE liq.bio
liq;135;PROTIDES LIQ. BIOL
liq;135;CYTO.LIQ.PONCTION
liq;135;Cyt.Liq Artic+flac.
liq;135;CO2 TOTAL LIQ.BIO
liq;135;CHOL liq.ascite
liq;135;PROTIDES LIQ. ASCITE
liq;135;LDH liq.pleural
liq;135;MonocytesLiqBio
liq;135;Total LiqBio
liq;135;PCR Corona/LiqBio.
liq;135;PROTEINES liq.bio
liq;135;PHOSPHORE LIQ.BIO
liq;135;Cytob.Liq DPCA
liq;135;Cytob.Liq Articulai
liq;135;R.pcr.F.tular.Liq
liq;135;GAMMAGT LIQ.BIO
liq;135;CHLORE LIQ.PLEURAL
liq;135;SANG LIQ.BIO RECH
liq;135;CREATININE LIQ.BIO
liq;135;TGP (ALAT) LIQ. BIO
liq;135;AMYLASE liq.bio
liq;135;PCR Adéno/liq.bio.
liq;135;Lactate.liq.bio
liq;135;Cytob.Liq Amniotiqu
liq;135;CYTO.LIQ.AMNIOTIQUE
liq;135;SODIUM LIQ. BIOL
liq;135;PCR VRS A/LiqBio.
liq;135;R.pcr.M.pneumoLIQ
liq;135;AMYLASE liq.pleural
liq;135;R.pcr.C.psittaLIQ
liq;135;CHOLESTEROL LIQ.BIO
liq;135;CRP LIQ.BIOLOGIQUES
liq;135;GLUCOSE liq. bio
liq;135;Nombre RLUtotalLIQ
liq;135;Toxo Liq.divers:
liq;135;CHLORE LIQ. DIALYSE
liq;135;CMV liq.amniotiqu
liq;135;CHLORE LIQ. ASCITE
liq;135;LDH LIQ. BIO DOSAGE
liq;135;UREE liq.bio
liq;135;Cytob.Liq Pn AELQ
liq;135;GLUCOSE liq. pleur
liq;135;TRIGLY LIQ.PLEURAL
liq;135;PCR Pool2/Liq.bio
