abreviation;SourceAbreviation
perfo;Perfo
perfo;PERFO
perfo;PERFO/
perfo;perfo
hg;HG
hg;Hg
hg;hg
hum;HUM
hum;Hum
hum;hum
hum;HUM.
hum;Hum.
hum;hum.
nuit;nuit
nuit;NUIT
nuit;Nuit
nuit;NUIT/
expert;EXPERT
expert;expert
expert;Expert
expert;Expert.
bil;BIL
bil;Bil
bil;bil
bil;BIL.
hl;HL
hl;Hl
hl;hl
polypept;POLYPEPT
polypept;polypept
polypept;POLYPEPT.
polypept;Polypept
polyneutro;Polyneutro
polyneutro;polyneutro
polyneutro;POLYNEUTRO
digestive;.DIGESTIVE
digestive;DIGESTIVE
digestive;digestive
digestive;.digestive
digestive;Digestive
hp;.HP
hp;HP
hp;Hp
hp;hp
cornee;.CORNEE
cornee;cornee
cornee;CORNEE
cornee;Cornee
bio;bio.
bio;BIO.
bio;BIO
bio;Bio
bio;bio
bio;.bio
bio;.BIO
bio;.Bio
angio;Angio.
angio;Angio
angio;ANGIO
angio;angio
hs;.HS
hs;HS
hs;Hs
hs;hs
ht;HT
ht;Ht
ht;ht
hu;Hu/
hu;HU
hu;Hu
hu;hu
prelev;Prelev
prelev;PRELEV.
prelev;PRELEV
prelev;prelev
urinaires;.urinaires
urinaires;URINAIRES
urinaires;Urinaires
urinaires;urinaires
vesic;vesic
vesic;VESIC
vesic;Vesic
vesic;.VESIC
botulisme;botulisme
botulisme;Botulisme
botulisme;BOTULISME
botulisme;.BOTULISME
uterus;.UTERUS
uterus;uterus
uterus;Uterus
uterus;UTERUS
tpmt;TPMT
tpmt;Tpmt
tpmt;tpmt
id;ID.
id;Id.
id;ID/
id;ID
id;Id
id;id
chlamy;Chlamy
chlamy;chlamy.
chlamy;CHLAMY
chlamy;chlamy
ii;II
ii;Ii
ii;ii
ii;.II
ii;II/
survie;survie
survie;SURVIE
survie;Survie
hvn;HVN
hvn;Hvn
hvn;hvn
lobo;lobo
lobo;LOBO
lobo;Lobo
astrovirus;Astrovirus
astrovirus;astrovirus
astrovirus;Astrovirus/
astrovirus;ASTROVIRUS
im;IM
im;Im
im;im
im;Im.
in;IN
in;In
in;in
in;IN.
in;In.
antigen;Antigen
antigen;antigen
antigen;ANTIGEN
antigen;ANTIGEN.
chol;Chol
chol;chol.
chol;chol
chol;CHOL
legion;legion
legion;LEGION
legion;Legion
legion;LEGION/
afri;afri
afri;AFRI
afri;Afri
afri;.AFRI
ifosf;IFOSF
ifosf;Ifosf
ifosf;ifosf
ifosf;Ifosf/
fralle;fralle
fralle;FRALLE
fralle;Fralle
fralle;.FRALLE
cuit;CUIT
cuit;cuit
cuit;.cuit
cuit;Cuit
doc;DOC
doc;Doc
doc;doc
doc;.doc
jc;JC/
jc;JC
jc;Jc
jc;jc
legionella;.Legionella
legionella;LEGIONELLA
legionella;.LEGIONELLA
legionella;Legionella
legionella;legionella
glutaminases;Glutaminases
glutaminases;.GLUTAMINASES
glutaminases;glutaminases
glutaminases;GLUTAMINASES
facteur;FACTEUR
facteur;Facteur
facteur;facteur
hrombine;Hrombine
hrombine;HROMBINE
hrombine;hrombine
mullti;Mullti
mullti;MULLTI
mullti;mullti
fetus;FETUS
fetus;Fetus
fetus;.fetus
fetus;fetus
sanguin;sanguin
sanguin;.SANGUIN
sanguin;Sanguin
sanguin;SANGUIN
glob;glob.
glob;glob
glob;GLOB
glob;Glob
dos;DOS.
dos;Dos.
dos;dos.
dos;DOS
dos;Dos
dos;dos
rectal;Rectal
rectal;.RECTAL
rectal;RECTAL
rectal;.rectal
rectal;rectal
oeil;oeil
oeil;.OEIL
oeil;Oeil
oeil;OEIL
cytb;Cytb.
cytb;Cytb
cytb;cytb
cytb;CYTB
carbape;Carbape
carbape;CARBAPE
carbape;carbape.
carbape;carbape
phytanique;.PHYTANIQUE
phytanique;PHYTANIQUE
phytanique;phytanique
phytanique;Phytanique
sphero;Sphero
sphero;SPHERO
sphero;sphero
oei;Oei
oei;OEI
oei;oei
cult;Cult.
cult;CULT.
cult;cult
cult;CULT
cult;Cult
cult;cult.
sphere;Sphere
sphere;.SPHERE
sphere;sphere
sphere;SPHERE
behcet;BEHCET
behcet;Behcet
behcet;behcet
campylo;CAMPYLO
campylo;Campylo
campylo;campylo
campylo;CAMPYLO.
digest;Digest
digest;DIGEST.
digest;digest
digest;DIGEST
respirat;RESPIRAT.
respirat;Respirat
respirat;RESPIRAT
respirat;respirat
respirat;.RESPIRAT
mal;MAL.
mal;MAL
mal;Mal
mal;mal
kd;kD
kd;KD
kd;Kd
kd;kd
urealy;Urealy
urealy;UREALY
urealy;urealy
dpg;DPG
dpg;Dpg
dpg;dpg
parainfl;Parainfl
parainfl;Parainfl/
parainfl;parainfl
parainfl;PARAINFL
cyclo;Cyclo/
cyclo;Cyclo
cyclo;CYCLO
cyclo;cyclo
man;Man
man;MAN
man;man
hrombi;Hrombi
hrombi;HROMBI
hrombi;hrombi
acineto;Acineto
acineto;ACINETO
acineto;ACINETO.
acineto;acineto
cyto;Cyto
cyto;CYTO.
cyto;CYTO
cyto;cyto
ileost;ileost
ileost;ILEOST.
ileost;Ileost
ileost;ILEOST
meni;meni
meni;meni/
meni;MENI
meni;Meni
sensibilise;sensibilise
sensibilise;SENSIBILISE
sensibilise;SENSIBILISE/
sensibilise;Sensibilise
mat;MAT
mat;Mat
mat;mat
mat;MAT.
spermogr;spermogr
spermogr;Spermogr
spermogr;SPERMOGR.
spermogr;Spermogr/
spermogr;SPERMOGR
dpn;DPN
dpn;Dpn
dpn;dpn
rossner;rossner
rossner;ROSSNER
rossner;.Rossner
rossner;Rossner
gastro;.GASTRO
gastro;gastro
gastro;GASTRO/
gastro;GASTRO
gastro;Gastro
gastro;Gastro.
toxop;toxop
toxop;TOXOP.
toxop;TOXOP
toxop;Toxop
pouss;pouss
pouss;POUSS
pouss;POUSS.
pouss;Pouss
kt;KT
kt;Kt
kt;kt
uri;URI.
uri;.URI
uri;uri
uri;URI
uri;Uri
lb;.LB
lb;LB
lb;Lb
lb;lb
placen;PLACEN.
placen;Placen
placen;PLACEN
placen;placen
pylori;pylori/
pylori;PYLORI/
pylori;pylori
pylori;Pylori
pylori;PYLORI
mbp;MBP
mbp;Mbp
mbp;mbp
lg;.LG
lg;LG
lg;Lg
lg;lg
complete;.COMPLETE
complete;COMPLETE
complete;Complete
complete;complete
mbr;Mbr
mbr;MBR
mbr;mbr
li;Li.
li;LI
li;Li
li;li
parape;PARAPE
parape;Parape
parape;parape
ll;LL
ll;Ll
ll;ll
lp;LP
lp;Lp
lp;lp
lp;Lp/
lq;.LQ
lq;LQ
lq;Lq
lq;lq
lq;LQ.
lq;lq/
bmr;BMR
bmr;Bmr
bmr;bmr
bmr;.BMR
titre;TITRE
titre;Titre
titre;titre
titre;Titre.
lr;LR
lr;Lr
lr;lr
biohp;.BIOHP
biohp;Biohp
biohp;BIOHP
biohp;biohp
prepa;Prepa.
prepa;Prepa
prepa;PREPA
prepa;prepa
prepa;PREPA.
ly;LY.
ly;.LY
ly;LY
ly;Ly
ly;ly
mais;.MAIS
mais;Mais
mais;MAIS
mais;mais
deturgescen;Deturgescen
deturgescen;DETURGESCEN.
deturgescen;DETURGESCEN
deturgescen;deturgescen
mening;Mening
mening;MENING
mening;.mening
mening;mening
sol;SOL
sol;Sol
sol;sol
sol;sol.
nterpretation;nterpretation
nterpretation;Nterpretation
nterpretation;NTERPRETATION
ma;MA
ma;Ma
ma;ma
ma;ma.
mb;.MB
mb;MB
mb;Mb
mb;mb
mb;MB.
berg;.BERG
berg;berg
berg;BERG
berg;Berg
sou;Sou/
sou;SOU.
sou;SOU
sou;Sou
sou;sou
sou;.Sou
mg;mg/
mg;Mg
mg;MG
mg;mg
autr;.AUTR
autr;AUTR
autr;Autr
autr;autr
ml;ML
ml;Ml
ml;ml
mm;MM
mm;Mm
mm;mm
trichlorac;trichlorac
trichlorac;Trichlorac
trichlorac;TRICHLORAC
trichlorac;TRICHLORAC.
coccidioido;.Coccidioido
coccidioido;COCCIDIOIDO
coccidioido;coccidioido
coccidioido;Coccidioido
glycopet;glycopet
glycopet;Glycopet
glycopet;GLYCOPET.
glycopet;GLYCOPET
liste;liste
liste;LISTE
liste;Liste
bnp;BNP
bnp;Bnp
bnp;bnp
fvw;FVW
fvw;Fvw
fvw;fvw
ms;MS
ms;Ms
ms;ms
ute;UTE
ute;Ute
ute;ute
ute;ute.
spe;SPE.
spe;spe/
spe;SPE
spe;Spe
spe;spe
amiante;Amiante
amiante;.amiante
amiante;AMIANTE
amiante;amiante
amiante;.AMIANTE
sph;SPH.
sph;SPH
sph;Sph
sph;sph
cryptosp;cryptosp.
cryptosp;CRYPTOSP
cryptosp;cryptosp
cryptosp;CRYPTOSP.
cryptosp;Cryptosp
entro;Entro
entro;ENTRO
entro;entro
nume;Nume
nume;NUME
nume;nume
nume;Nume.
spn;SPN
spn;Spn
spn;spn
spn;.Spn
spp;SPP
spp;Spp
spp;spp
spp;.SPP
spp;.spp
horm;Horm
horm;horm
horm;HORM
horm;HORM.
homme;homme
homme;Homme
homme;HOMME
homme;.HOMME
sapovirus;Sapovirus/
sapovirus;sapovirus
sapovirus;Sapovirus
sapovirus;SAPOVIRUS
nb;Nb
nb;NB
nb;nb
pcryocons;PCRYOCONS.
pcryocons;Pcryocons
pcryocons;pcryocons
pcryocons;Pcryocons.
pcryocons;PCRYOCONS
nf;NF
nf;Nf
nf;nf
cerebraux;CEREBRAUX
cerebraux;.CEREBRAUX
cerebraux;Cerebraux
cerebraux;cerebraux
ng;Ng
ng;NG
ng;ng
spz;SPZ
spz;Spz
spz;spz
nk;NK
nk;Nk
nk;nk
strepto;strepto
strepto;STREPTO
strepto;.Strepto
strepto;Strepto
ns;NS
ns;Ns
ns;ns
dpca;.DPCA
dpca;dpca
dpca;DPCA
dpca;Dpca
pseu;PSEU.
pseu;Pseu
pseu;PSEU
pseu;pseu
isoval;ISOVAL
isoval;Isoval
isoval;ISOVAL.
isoval;isoval
mec;mec
mec;MEC
mec;Mec
embryons;Embryons
embryons;Embryons/
embryons;embryons
embryons;EMBRYONS/
embryons;EMBRYONS
therap;Therap
therap;THERAP/
therap;therap
therap;THERAP
metho;Metho/
metho;metho
metho;METHO
metho;Metho
sous;SOUS
sous;Sous
sous;sous
total;TOTAL
total;total
total;Total
oreil;oreil
oreil;OREIL
oreil;OREIL.
oreil;Oreil
oc;OC
oc;Oc
oc;oc
oc;OC.
acquittement;Acquittement
acquittement;ACQUITTEMENT
acquittement;acquittement
acquittement;Acquittement/
mel;MEL
mel;Mel
mel;mel
embryonn;EMBRYONN.
embryonn;EMBRYONN
embryonn;embryonn
embryonn;Embryonn
men;men
men;MEN
men;Men
men;MEN.
men;.men
selle;SELLE
selle;Selle
selle;selle
recehr;Recehr
recehr;RECEHR
recehr;recehr
recehr;RECEHR/
ebola;ebola
ebola;EBOLA
ebola;Ebola
ebola;EBOLA/
ebola;Ebola/
mes;MES
mes;Mes
mes;mes
mes;.mes
puis;Puis.
puis;Puis
puis;PUIS
puis;puis
kap;Kap
kap;KAP
kap;kap
met;met.
met;MET.
met;Met.
met;MET
met;Met
met;met
beta;beta
beta;Beta
beta;BETA
souc;SOUC.
souc;SOUC
souc;Souc
souc;souc
flacaerartd;flacaerartd
flacaerartd;Flacaerartd
flacaerartd;FlacAERARTd
flacaerartd;FlacAERARTd.
flacaerartd;FLACAERARTD
op;OP
op;Op
op;op
op;OP.
macro;macro
macro;Macro
macro;MACRO
btabloq;btabloq
btabloq;Btabloq
btabloq;Btabloq.
btabloq;BTABLOQ
immud;IMMUD
immud;immud
immud;IMMUD.
immud;Immud
lactalbumine;lactalbumine
lactalbumine;LACTALBUMINE
lactalbumine;Lactalbumine
lactalbumine;.lactalbumine
lactalbumine;.LACTALBUMINE
or;OR
or;Or
or;or
or;OR.
os;.OS
os;OS
os;Os
os;os
os;OS.
parvum;.parvum
parvum;PARVUM
parvum;parvum
parvum;Parvum
ou;ou
ou;OU
ou;Ou
phos;phos
phos;PHOS
phos;Phos
phos;phos.
phos;Phos.
aerobie;Aerobie
aerobie;AEROBIE
aerobie;.aerobie
aerobie;aerobie
neuroleptiq;NEUROLEPTIQ
neuroleptiq;Neuroleptiq
neuroleptiq;neuroleptiq
neuroleptiq;.NEUROLEPTIQ
peripheriques;.Peripheriques
peripheriques;PERIPHERIQUES
peripheriques;Peripheriques
peripheriques;peripheriques
bsarm;bsarm
bsarm;BSARM
bsarm;.BSARM
bsarm;Bsarm
pb;PB
pb;Pb
pb;pb
orei;OREI
orei;Orei
orei;orei
orei;OREI.
orei;Orei.
pc;PC
pc;Pc
pc;pc
gttes;gttes
gttes;GTTES
gttes;Gttes
distomatose;distomatose
distomatose;DISTOMATOSE
distomatose;Distomatose
distomatose;.Distomatose
ph;PH
ph;Ph
ph;ph
ph;pH
pj;PJ
pj;Pj
pj;pj
pl;.PL
pl;.Pl
pl;PL
pl;Pl
pl;pl
organophosphores;Organophosphores
organophosphores;.ORGANOPHOSPHORES
organophosphores;ORGANOPHOSPHORES
organophosphores;organophosphores
pn;Pn.
pn;pn.
pn;PN
pn;Pn
pn;pn
moyenne;MOYENNE
moyenne;Moyenne
moyenne;.moyenne
moyenne;moyenne
ssa;SSA
ssa;Ssa
ssa;ssa
ssa;SSA/
pp;PP
pp;Pp
pp;pp
pp;PP/
rickettsies;rickettsies
rickettsies;RICKETTSIES
rickettsies;.Rickettsies
rickettsies;Rickettsies
bron;BRON
bron;Bron
bron;bron
bron;BRON.
bron;.BRON
pr;PR
pr;Pr
pr;pr
pr;PR.
ssb;SSB
ssb;Ssb
ssb;ssb
ps;PS
ps;Ps
ps;ps
puiss;puiss
puiss;Puiss
puiss;PUISS
puiss;Puiss.
bamy;BAMY/
bamy;Bamy
bamy;BAMY
bamy;bamy
delta;Delta
delta;DELTA
delta;.DELTA
delta;delta
mgc;MGC
mgc;Mgc
mgc;mgc
mgb;MGB
mgb;Mgb
mgb;mgb
entero;Entero
entero;ENTERO
entero;entero
entero;Entero/
vasc;VASC
vasc;Vasc
vasc;VASC.
vasc;vasc
sulfa;SULFA.
sulfa;SULFA
sulfa;Sulfa
sulfa;sulfa
hyperinsulinis;hyperinsulinis
hyperinsulinis;HYPERINSULINIS
hyperinsulinis;Hyperinsulinis
hyperinsulinis;HYPERINSULINIS.
proge;proge
proge;PROGE
proge;Proge
trypano;trypano
trypano;TRYPANO.
trypano;TRYPANO
trypano;Trypano.
trypano;Trypano
vitrif;Vitrif
vitrif;VITRIF
vitrif;vitrif
vitrif;VITRIF.
mycoplasmes;MYCOPLASMES
mycoplasmes;.MYCOPLASMES
mycoplasmes;mycoplasmes
mycoplasmes;Mycoplasmes
mgr;MGR
mgr;Mgr
mgr;mgr
ql;Ql
ql;QL
ql;ql
mthfr;MTHFR
mthfr;mthfr
mthfr;Mthfr
bro;BRO.
bro;BRO
bro;Bro
bro;bro
ureaplasma;ureaplasma
ureaplasma;Ureaplasma/
ureaplasma;UREAPLASMA/
ureaplasma;Ureaplasma
ureaplasma;UREAPLASMA
std;STD
std;Std
std;std
std;.STD
tryp;Tryp
tryp;TRYP
tryp;tryp
tryp;Tryp.
qt;Qt
qt;QT
qt;qt
lymphocytes;lymphocytes
lymphocytes;Lymphocytes
lymphocytes;LYMPHOCYTES
pestis;pestis/
pestis;pestis
pestis;PESTIS/
pestis;PESTIS
pestis;Pestis
pestis;.pestis
qu;Qu
qu;QU
qu;qu
ste;.STE
ste;STE
ste;Ste
ste;ste
rougeole;Rougeole/
rougeole;ROUGEOLE
rougeole;Rougeole
rougeole;rougeole
interpreter;interpreter/
interpreter;Interpreter
interpreter;INTERPRETER
interpreter;interpreter
endoc;Endoc
endoc;ENDOC.
endoc;endoc
endoc;ENDOC
str;STR
str;Str
str;str
str;STR.
ecouvillon;.ECOUVILLON
ecouvillon;Ecouvillon
ecouvillon;ecouvillon
ecouvillon;ECOUVILLON
plasminogene;Plasminogene
plasminogene;PLASMINOGENE
plasminogene;plasminogene
rh;RH
rh;Rh
rh;rh
rh;RH.
ri;RI
ri;Ri
ri;ri
ri;Ri/
pleural;.pleural
pleural;Pleural
pleural;PLEURAL
pleural;pleural
pleural;.PLEURAL
rm;RM
rm;Rm
rm;rm
coel;Coel
coel;.Coel
coel;COEL
coel;coel
rechauff;Rechauff
rechauff;Rechauff.
rechauff;RECHAUFF.
rechauff;RECHAUFF
rechauff;rechauff
rt;.RT
rt;RT
rt;Rt
rt;rt
blqan;Blqan
blqan;BLQAN
blqan;.BLQAN
blqan;blqan
fact;fact
fact;FACT.
fact;FACT
fact;Fact
freq;freq
freq;FREQ
freq;Freq
freq;.freq
freq;.FREQ
antistaphylolysi;.ANTISTAPHYLOLYSI
antistaphylolysi;ANTISTAPHYLOLYSI
antistaphylolysi;antistaphylolysi
antistaphylolysi;Antistaphylolysi
xyloc;XYLOC.
xyloc;xyloc
xyloc;XYLOC
xyloc;Xyloc
colorat;COLORAT
colorat;Colorat
colorat;colorat.
colorat;colorat
long;long.
long;LONG.
long;Long
long;long
long;LONG
sa;SA
sa;Sa
sa;sa
sup;SUP.
sup;SUP
sup;Sup
sup;sup
sb;SB
sb;Sb
sb;sb
cardiolipines;cardiolipines
cardiolipines;CARDIOLIPINES
cardiolipines;Cardiolipines
intr;Intr
intr;INTR
intr;intr
derm;derm.
derm;derm
derm;DERM
derm;Derm
ovocytes;ovocytes
ovocytes;Ovocytes
ovocytes;OVOCYTES
ovocytes;.OVOCYTES
ovocytes;.Ovocytes
min;MIN
min;Min
min;min
min;MIN.
sf;.SF
sf;SF
sf;Sf
sf;sf
peloto;PELOTO
peloto;peloto
peloto;Peloto
peloto;PELOTO.
sg;.SG
sg;.Sg
sg;.sg
sg;SG
sg;Sg
sg;sg
sg;Sg/
oreill;Oreill
oreill;OREILL
oreill;oreill
oreill;Oreill/
lames;.LAMES
lames;.lames
lames;lames
lames;Lames
lames;LAMES
sm;Sm/
sm;Sm
sm;SM
sm;sm
blqae;.BLQAE
blqae;blqae
blqae;BLQAE
blqae;Blqae
sp;SP
sp;Sp
sp;sp
ss;SS
ss;Ss
ss;ss
st;ST
st;St
st;st
sclerodermie;sclerodermie
sclerodermie;SCLERODERMIE
sclerodermie;Sclerodermie
sclerodermie;.SCLERODERMIE
su;SU
su;Su
su;su
su;su.
manq;Manq
manq;MANQ
manq;manq
manq;manq.
fulminante;FULMINANTE
fulminante;Fulminante
fulminante;.FULMINANTE
fulminante;fulminante
dengue;DENGUE
dengue;Dengue
dengue;DENGUE/
dengue;Dengue/
dengue;dengue
profondes;.Profondes
profondes;Profondes
profondes;profondes
profondes;PROFONDES
tf;TF
tf;Tf
tf;tf
tg;TG
tg;Tg
tg;tg
depist;DEPIST
depist;.DEPIST
depist;depist
depist;Depist
depist;Depist.
sect;Sect
sect;SECT
sect;sect
sect;Sect.
rotavirus;Rotavirus
rotavirus;rotavirus
rotavirus;Rotavirus/
rotavirus;ROTAVIRUS
interc;Interc
interc;INTERC
interc;interc
interc;.INTERC
tp;TP
tp;Tp
tp;tp
tr;TR.
tr;TR
tr;Tr
tr;tr
aliment;ALIMENT
aliment;ALIMENT.
aliment;Aliment
aliment;aliment
tt;TT
tt;Tt
tt;tt
urine;Urine
urine;urine
urine;.URINE
urine;URINE
prothrombinigg;ProthrombinIgG/
prothrombinigg;prothrombinigg
prothrombinigg;PROTHROMBINIGG
prothrombinigg;Prothrombinigg
prothrombinigg;ProthrombinIgG
cochlee;Cochlee
cochlee;COCHLEE
cochlee;Cochlee/
cochlee;COCHLEE/
cochlee;cochlee
uf;uf
uf;UF
uf;Uf
ui;UI
ui;Ui
ui;ui
ui;UI/
retrograd;.retrograd
retrograd;retrograd
retrograd;Retrograd
retrograd;RETROGRAD
nmen;NMEN.
nmen;nmen
nmen;NMEN
nmen;Nmen
ur;UR.
ur;Ur.
ur;ur/
ur;.UR
ur;.Ur
ur;UR
ur;Ur
ur;ur
jejuni;jejuni
jejuni;JEJUNI
jejuni;Jejuni
jejuni;JEJUNI/
jejuni;.jejuni
transm;transm
transm;.TRANSM
transm;TRANSM
transm;Transm
ciclo;Ciclo
ciclo;CICLO
ciclo;ciclo
ciclo;CICLO.
angiotens;ANGIOTENS.
angiotens;Angiotens
angiotens;angiotens
angiotens;ANGIOTENS
aerob;.AEROB
aerob;Aerob
aerob;AEROB
aerob;aerob
orthopox;Orthopox/
orthopox;Orthopox
orthopox;orthopox
orthopox;ORTHOPOX
versicolor;VERSICOLOR
versicolor;Versicolor
versicolor;.VERSICOLOR
versicolor;versicolor
nconj;nconj/
nconj;nconj
nconj;NCONJ
nconj;Nconj
progeniteurs;Progeniteurs
progeniteurs;.PROGENITEURS
progeniteurs;progeniteurs
progeniteurs;PROGENITEURS
aqueus;Aqueus
aqueus;AQUEUS
aqueus;.AQUEUS
aqueus;aqueus
aqueus;.aqueus
vc;VC
vc;Vc
vc;vc
transp;TRANSP
transp;transp.
transp;Transp
transp;transp
vzblf;Vzblf
vzblf;VZBLF
vzblf;vzblf
fermen;fermen
fermen;FERMEN.
fermen;Fermen
fermen;FERMEN
stmlee;stmlee
stmlee;STMLEE
stmlee;Stmlee
discord;discord
discord;DISCORD
discord;discord.
discord;Discord
echinococc;Echinococc.
echinococc;echinococc
echinococc;Echinococc
echinococc;ECHINOCOCC.
echinococc;ECHINOCOCC
vn;VN
vn;Vn
vn;vn
cysticercos;Cysticercos
cysticercos;cysticercos
cysticercos;CYSTICERCOS
cysticercos;.Cysticercos
cliniques;CLINIQUES
cliniques;Cliniques
cliniques;cliniques
cliniques;.CLINIQUES
vs;VS
vs;Vs
vs;vs
amorc;amorc.
amorc;Amorc
amorc;AMORC
amorc;amorc
vw;VW
vw;Vw
vw;vw
brut;BRUT
brut;Brut
brut;brut
brut;BRUT.
coll;coll
coll;COLL
coll;Coll
tacro;TACRO.
tacro;tacro
tacro;TACRO
tacro;Tacro
kinines;.Kinines
kinines;KININES
kinines;kinines
kinines;Kinines
kinines;.KININES
vasoact;VASOACT
vasoact;vasoact
vasoact;VASOACT.
vasoact;Vasoact
coli;.COLI
coli;.coli
coli;COLI
coli;coli
coli;Coli
biopsie;biopsie
biopsie;.BIOPSIE
biopsie;BIOPSIE
biopsie;Biopsie
heredit;heredit
heredit;HEREDIT
heredit;Heredit
parap;Parap
parap;PARAP
parap;parap
wb;WB
wb;Wb
wb;wb
drrvt;Drrvt
drrvt;drrvt
drrvt;dRRVT
drrvt;DRRVT
adulte;adulte
adulte;.ADULTE
adulte;Adulte
adulte;ADULTE
maturat;MATURAT
maturat;MATURAT.
maturat;maturat
maturat;Maturat
wm;WM
wm;Wm
wm;wm
aspergillus;Aspergillus
aspergillus;.Aspergillus
aspergillus;aspergillus
aspergillus;ASPERGILLUS
phenothiazine;phenothiazine
phenothiazine;.PHENOTHIAZINE
phenothiazine;PHENOTHIAZINE
phenothiazine;Phenothiazine
polypeptid;polypeptid
polypeptid;Polypeptid
polypeptid;POLYPEPTID.
polypeptid;POLYPEPTID
ore;ORE
ore;Ore
ore;ore
ore;ORE.
ghrh;GHRH
ghrh;Ghrh
ghrh;ghrh
orl;ORL
orl;Orl
orl;orl
orl;.ORL
orl;.Orl
cmgc;Cmgc
cmgc;cmgc
cmgc;CMGC
cytobac;Cytobac
cytobac;CYTOBAC.
cytobac;CYTOBAC
cytobac;cytobac
ammon;ammon.
ammon;Ammon
ammon;AMMON
ammon;ammon
estimee;Estimee
estimee;ESTIMEE
estimee;estimee
tubercu;Tubercu
tubercu;TUBERCU/
tubercu;TUBERCU
tubercu;tubercu
phenothiaz;phenothiaz
phenothiaz;Phenothiaz.
phenothiaz;Phenothiaz
phenothiaz;PHENOTHIAZ.
phenothiaz;PHENOTHIAZ
legionel;LEGIONEL.
legionel;legionel
legionel;LEGIONEL
legionel;Legionel
dextroprop;Dextroprop.
dextroprop;dextroprop
dextroprop;Dextroprop
dextroprop;DEXTROPROP
dextroprop;DEXTROPROP.
transmis;transmis/
transmis;TRANSMIS
transmis;transmis
transmis;Transmis
xp;XP
xp;Xp
xp;xp
parasites;PARASITES
parasites;.parasites
parasites;parasites
parasites;Parasites
comment;Comment
comment;comment
comment;Comment.
comment;COMMENT
paillet;PAILLET
paillet;Paillet
paillet;.paillet
paillet;paillet
staphylo;Staphylo
staphylo;STAPHYLO
staphylo;.STAPHYLO
staphylo;staphylo
iga;IGA
iga;Iga
iga;IgA
iga;iga
iga;.IgA
meningo;MENINGO.
meningo;meningo
meningo;MENINGO
meningo;Meningo
meningo;meningo.
penicil;PENICIL.
penicil;penicil
penicil;Penicil.
penicil;PENICIL
penicil;Penicil
bhcg;bhcg
bhcg;BHCG
bhcg;Bhcg
sezary;sezary
sezary;SEZARY
sezary;.SEZARY
sezary;Sezary
conj;conj/
conj;conj
conj;CONJ
conj;Conj
igd;IGD
igd;Igd
igd;igd
igd;IGD/
igg;IGG/
igg;IGG
igg;Igg
igg;igg
igg;IgG
igg;.IgG
binding;Binding
binding;binding
binding;BINDING
saliv;Saliv
saliv;Saliv.
saliv;saliv
saliv;SALIV
cong;.CONG
cong;Cong
cong;CONG
cong;cong
cong;CONG.
cong;cong.
mol;Mol
mol;MOL
mol;mol
mon;Mon
mon;MON
mon;mon
gck;GCK
gck;Gck
gck;gck
oss;.oss
oss;oss.
oss;OSS
oss;Oss
oss;oss
conc;Conc
conc;Conc.
conc;CONC
conc;conc
benzodiaz;Benzodiaz.
benzodiaz;BENZODIAZ
benzodiaz;BENZODIAZ.
benzodiaz;Benzodiaz
benzodiaz;benzodiaz
pelvien;Pelvien
pelvien;.PELVIEN
pelvien;PELVIEN
pelvien;pelvien
ost;ost
ost;OST
ost;Ost
cajou;cajou
cajou;.Cajou
cajou;.CAJOU
cajou;CAJOU
cajou;Cajou
meningit;meningit
meningit;meningit.
meningit;Meningit
meningit;MENINGIT
ferm;ferm
ferm;ferm.
ferm;FERM
ferm;Ferm
moy;MOY
moy;Moy
moy;moy
moy;MOY/
cryocons;CRYOCONS.
cryocons;CRYOCONS
cryocons;cryocons
cryocons;cryocons.
cryocons;Cryocons
guanidinoacet;Guanidinoacet
guanidinoacet;GUANIDINOACET
guanidinoacet;Guanidinoacet/
guanidinoacet;guanidinoacet
cabillaud;Cabillaud
cabillaud;cabillaud/
cabillaud;cabillaud
cabillaud;CABILLAUD
seminal;.seminal
seminal;.SEMINAL
seminal;SEMINAL
seminal;Seminal
seminal;seminal
cont;Cont
cont;CONT.
cont;cont
cont;CONT
leptospires;.LEPTOSPIRES
leptospires;Leptospires
leptospires;LEPTOSPIRES
leptospires;leptospires
cons;Cons
cons;CONS.
cons;cons.
cons;CONS
cons;cons
leishmanies;leishmanies
leishmanies;LEISHMANIES
leishmanies;Leishmanies
leishmanies;.LEISHMANIES
indice;INDICE
indice;Indice
indice;indice
tuberc;TUBERC/
tuberc;Tuberc
tuberc;tuberc
tuberc;TUBERC
var;VAR
var;Var
var;var
var;Var.
interne;INTERNE
interne;interne/
interne;interne
interne;Interne
thalassemie;THALASSEMIE
thalassemie;thalassemie
thalassemie;Thalassemie
thalassemie;THALASSEMIE/
collag;Collag
collag;COLLAG
collag;collag
quant;quant
quant;QUANT
quant;Quant
mpo;MPO/
mpo;MPO
mpo;Mpo
mpo;mpo
neurotransmet;Neurotransmet.
neurotransmet;neurotransmet
neurotransmet;Neurotransmet
neurotransmet;NEUROTRANSMET
benga;benga
benga;benga.
benga;Benga
benga;BENGA
iden;iden
iden;IDEN
iden;Iden
iden;IDEN.
mate;Mate
mate;MATE
mate;mate
gds;GDS
gds;Gds
gds;gds
bhbu;BHBU/
bhbu;BHBU
bhbu;Bhbu
bhbu;bhbu
dendritiques;Dendritiques
dendritiques;.DENDRITIQUES
dendritiques;dendritiques
